UTILITY,LOAD_ZONE,ESCO,OFFER_ID,COMMODITY,OFFER_TYPE,IS_ACTIVE,RATE,RENEWABLE_ENERGY_OFFER,MINIMUM_TERM,IS_CANCELLATION_FEE,CANCELLATION_FEE,CREATED_DATE,UPDATED_DATE,COMMENTS,IS_GUARANTEED_SAVING,PERCENTAGE_RENEWABLE,ENERGY_SOURCE,IS_EDPCOMPLIANT,VALUE_ADDED,
"Rochester Gas and Electric Corporation","RGE in All Zones","Atlantic Energy, LLC","350500","ELECTRIC","Fixed","Yes",".139 kWh","Yes","12 Month(s)","Yes","$100","02/01/2022 10:24:12 AM","null","null","NO","0.52","Hydroelectric,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Brown's Energy Services, LLC","351339","ELECTRIC","Fixed","Yes",".1025 kWh","Yes","12 Month(s)","Yes","100.00","02/10/2022 01:51:33 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Brown's Energy Services, LLC","351340","ELECTRIC","Variable","Yes",".095 kWh","Yes","1 Month(s)","No","null","02/10/2022 01:51:45 PM","null","null","NO","0.5","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","City Power & Gas, LLC","351224","ELECTRIC","Fixed","Yes",".0947 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:15:49 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","City Power & Gas, LLC","351225","ELECTRIC","Fixed","Yes",".0927 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:16:02 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","City Power & Gas, LLC","351226","ELECTRIC","Fixed","Yes",".0912 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:16:14 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","City Power & Gas, LLC","351227","ELECTRIC","Fixed","Yes",".0898 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:16:29 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","City Power & Gas, LLC","351268","ELECTRIC","Fixed","Yes",".0882 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:26:37 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","City Power & Gas, LLC","351269","ELECTRIC","Fixed","Yes",".0862 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:26:51 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","City Power & Gas, LLC","351270","ELECTRIC","Fixed","Yes",".0847 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:27:05 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","City Power & Gas, LLC","351271","ELECTRIC","Fixed","Yes",".0833 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:27:15 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Clearview Energy","350874","ELECTRIC","Variable","Yes",".0729 kWh","Yes","1 Month(s)","No","null","02/04/2022 01:11:54 PM","null","Green Value Assurance 6:
A 100% green product that&#39;s great for you and the environment.Variable Month to Month contract with a promotional rate that will not increase for the 6-month term of the promotion. For more details on the product, please contact 1800-746-4702.","NO","1","Hydroelectric","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Direct Energy Services, LLC","350905","ELECTRIC","Variable","Yes",".0959 kWh","Yes","1 Month(s)","No","null","02/07/2022 01:12:15 AM","null","null","NO","1","Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Eligo Energy NY, LLC","349874","ELECTRIC","Variable","Yes",".18 kWh","Yes","1 Month(s)","No","null","01/17/2022 11:13:30 AM","null","100% renewable","NO","1","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Energy Cooperative of New York","350554","ELECTRIC","Variable","Yes",".058277 kWh","No","0 Month(s)","No","null","02/01/2022 01:11:37 PM","null","null","YES","0","null","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Energy Cooperative of New York","350560","ELECTRIC","Variable","Yes",".068277 kWh","Yes","0 Month(s)","No","null","02/01/2022 01:15:09 PM","null","null","NO","1","Hydroelectric,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Family Energy, Inc. d/b/a MYRATE ENERGY","349859","ELECTRIC","Fixed","Yes",".1119 kWh","Yes","60 Month(s)","Yes","An early cancellation fee of $100 for any Agreement(s) with a remaining Term of less than twelve (12) months or $200 for any Agreement with a remaining
Term of more than twelve (12) months will apply if the Agreement(s) is terminated prior to the end of the Term.","01/17/2022 09:09:48 AM","null","Renewable Energy Credits that is at least 50% greater than the applicable Tier 1 Load Serving Entity obligation under the Renewable Energy Standard for any given year. More information at www.nyserda.ny.gov. You may pay a daily customer charge of 25 cents, including commodity related charges.","NO","0.54","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Great American Gas & Electric, LLC","351001","ELECTRIC","Fixed","Yes",".08241 kWh","Yes","12 Month(s)","Yes","100","02/07/2022 01:24:19 PM","null","null","NO","0.5","Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Green Mountain Energy Company","351148","ELECTRIC","Variable","Yes",".13 kWh","Yes","1 Month(s)","No","null","02/09/2022 11:25:30 AM","null","Sign up for the Green Mountain Energy Pollution Free Plan. 
50% New York Renewable, 50% National Wind","NO","1","Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Green Mountain Energy Company","351150","ELECTRIC","Variable","Yes",".14 kWh","Yes","1 Month(s)","No","null","02/09/2022 11:26:43 AM","null","Sign up for the Green Mountain Energy SolarSPARC 10% Plan. 
50% NY Renewable, 10% National Solar, 40% National Wind","NO","1","Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Greenlight Energy Inc.","350518","ELECTRIC","Variable","Yes",".085 kWh","Yes","1 Month(s)","No","null","02/01/2022 11:12:39 AM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Greenlight Energy Inc.","350519","ELECTRIC","Fixed","Yes",".095 kWh","Yes","12 Month(s)","Yes","Up to $100","02/01/2022 11:12:55 AM","null","NY sited renewables","NO","0.5","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","IDT Energy, Inc.","350845","ELECTRIC","Variable","Yes",".0898 kWh","Yes","1 Month(s)","No","null","02/03/2022 08:10:04 PM","null","IDTEs Premium Renewable Energy Product, is a 100% renewably sourced product. IDTE may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Lock in this price for your first month. Go to www.idtenergy.com.","NO","1","Hydroelectric","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Inspire Energy Holdings, LLC","349207","ELECTRIC","Variable","Yes",".0699 kWh","Yes","1 Month(s)","No","null","01/11/2022 12:59:21 PM","null","Monthly Evergreen Plan - A Month-to-Month per kWh price for access to renewable energy with a 12-Month Introductory Price.
","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Just Energy","351041","ELECTRIC","Fixed","Yes",".0699 kWh","Yes","24 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:10:37 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Just Energy","351042","ELECTRIC","Fixed","Yes",".0679 kWh","Yes","36 Month(s)","Yes","$50.00 Cancellation Fee if you called the utility- it will be waived if you called Just Energy","02/08/2022 04:11:11 AM","null","null","NO","1","Fuel Cells,Hydroelectric,Solar,Tidal - Ocean,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Kiwi Energy NY, LLC.","349839","ELECTRIC","Variable","Yes",".1099 kWh","No","36 Month(s)","No","null","01/15/2022 09:18:17 AM","null","Kiwi Guard is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service). See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Rochester Gas and Electric Corporation","RGE in All Zones","Kiwi Energy NY, LLC.","349841","ELECTRIC","Variable","Yes",".1099 kWh","Yes","36 Month(s)","No","null","01/15/2022 09:18:43 AM","null","Kiwi Green 50 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 50% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors.","NO","0.5","Hydroelectric,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Kiwi Energy NY, LLC.","349842","ELECTRIC","Variable","Yes",".1099 kWh","No","36 Month(s)","No","null","01/15/2022 09:18:56 AM","null","Kiwi Guard - Home Protect is a month-to-month variable rate product for 36 months, with no cancellation fees, and no guaranteed savings. Includes HVAC coverage up to $750 per year (deductible due at time of service) + Surge Protection of up to $500 per year. See Terms &amp; Conditions for more details.","NO","0","null","YES","YES",
"Rochester Gas and Electric Corporation","RGE in All Zones","Kiwi Energy NY, LLC.","349844","ELECTRIC","Variable","Yes",".1099 kWh","Yes","36 Month(s)","No","null","01/15/2022 09:19:21 AM","null","Kiwi Green 100 is a monthly variable rate product for 36 months. No cancellation fees. No guaranteed savings. Usage matched with renewable attributes that are at least 100% greater than what is required of Kiwi to meet its renewable purchase obligations. Rate varies monthly based on numerous factors","NO","1","Hydroelectric,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Major Energy Electric Services, LLC","351111","ELECTRIC","Fixed","Yes",".0929 kWh","Yes","12 Month(s)","No","null","02/08/2022 12:02:17 PM","null","New York Green 12","NO","1","Hydroelectric,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Major Energy Electric Services, LLC","351112","ELECTRIC","Fixed","Yes",".0889 kWh","Yes","24 Month(s)","No","null","02/08/2022 12:02:31 PM","null","New York Green 24","NO","1","Hydroelectric,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Major Energy Electric Services, LLC","351113","ELECTRIC","Fixed","Yes",".0879 kWh","Yes","36 Month(s)","No","null","02/08/2022 12:02:46 PM","null","New York Green 36","NO","1","Hydroelectric,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","NRG Home, NRG Business and NRG Retail Solutions","351178","ELECTRIC","Variable","Yes",".085 kWh","Yes","1 Month(s)","No","null","02/09/2022 12:36:39 PM","null","Our NY Renewable Electricity Plan provides 50% NY Green. Visit www.picknrg.com

","NO","0.5","Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","NRG Home, NRG Business and NRG Retail Solutions","351179","ELECTRIC","Variable","Yes",".085 kWh","Yes","1 Month(s)","No","null","02/09/2022 12:36:46 PM","null","Our NY Renewable Electricity Plan provides 50% NY Green. Visit www.picknrg.com

","NO","0.5","Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","New Wave Energy Corp.","350334","ELECTRIC","Variable","Yes",".075 kWh","Yes","12 Month(s)","Yes","$99","01/27/2022 03:00:52 PM","null","Enroll online at https://nwecenroll.rep.energy/apps/ny-enrollment or by calling us at 1-855-998-WAVE.","NO","0.55","Fuel Cells,Hydroelectric,Liquid Biofuel,Solar,Tidal - Ocean,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","New York Gas & Electric","350452","ELECTRIC","Variable","Yes",".0899 kWh","No","0 Month(s)","No","null","02/01/2022 03:45:09 AM","null","Power Flex Home Protect lets you stay flexible with a monthly electricity rate and rest easy with an included service plan - which covers the repair and/or replacement of covered parts of your HVAC and your home&#39;s internal electrical lines.","NO","0","null","YES","YES",
"Rochester Gas and Electric Corporation","RGE in All Zones","Nordic Energy Services, LLC","349904","ELECTRIC","Variable","Yes",".04999 kWh","Yes","1 Month(s)","No","null","01/18/2022 03:34:29 PM","null","Promotional price of 0.04999 will be the same for 3 months","NO","1","Hydroelectric,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Pay Less Energy, LLC","351301","ELECTRIC","Fixed","Yes",".0947 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:45:49 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Pay Less Energy, LLC","351302","ELECTRIC","Fixed","Yes",".0927 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:46:02 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Pay Less Energy, LLC","351303","ELECTRIC","Fixed","Yes",".0912 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:46:12 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Pay Less Energy, LLC","351304","ELECTRIC","Fixed","Yes",".0898 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:46:24 PM","null","null","NO","1","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Pay Less Energy, LLC","351329","ELECTRIC","Fixed","Yes",".0882 kWh","Yes","12 Month(s)","No","null","02/09/2022 03:51:18 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Pay Less Energy, LLC","351330","ELECTRIC","Fixed","Yes",".0862 kWh","Yes","18 Month(s)","No","null","02/09/2022 03:51:29 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Pay Less Energy, LLC","351331","ELECTRIC","Fixed","Yes",".0847 kWh","Yes","24 Month(s)","No","null","02/09/2022 03:51:41 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Pay Less Energy, LLC","351332","ELECTRIC","Fixed","Yes",".0833 kWh","Yes","30 Month(s)","No","null","02/09/2022 03:51:50 PM","null","null","NO","0.6","Hydroelectric,Solar,Wind","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Polaris Power Services LLC","351141","ELECTRIC","Fixed","Yes",".0949 kWh","No","12 Month(s)","Yes","$75","02/09/2022 09:45:52 AM","null","null","NO","0","null","YES","NO",
"Rochester Gas and Electric Corporation","RGE in All Zones","Residents Energy, LLC","350854","ELECTRIC","Variable","Yes",".0898 kWh","Yes","1 Month(s)","No","null","02/03/2022 08:17:05 PM","null","Lock in this price for your first month. RES Premium Renewable Energy Product, is a 100% renewably sourced product. RES may satisfy its renewability commitments by purchasing and retiring Renewable Energy Credits or &quot;RECs&quot; to match your electricity usage. Go to www.residentsenergy.com.","NO","1","Hydroelectric","YES","NO",
